model_size,algorithm,GraphGenerationTime,GraphVisitTime,SerialisationTime,Total,AtomSize,minL,maxL,S,Vsize,Esize
2,Proposed (dataless),0.49431,0.20979,-1,0.7041,16,10,10,10,34,485
2,Proposed (dataless),0.537592,0.21622,-1,0.753812,16,10,10,10,34,485
2,Proposed (dataless),0.543731,0.207183,-1,0.750914,16,10,10,10,34,485
2,Proposed (dataless),0.492091,0.200376,-1,0.692467,16,10,10,10,34,485
2,Proposed (dataless),0.485226,0.197555,-1,0.682781,16,10,10,10,34,485
4,Proposed (dataless),3.24098,0.492958,-1,3.73394,16,10,10,10,231,3025
4,Proposed (dataless),2.94664,0.474663,-1,3.42131,16,10,10,10,231,3025
4,Proposed (dataless),2.95729,0.469611,-1,3.42691,16,10,10,10,231,3025
4,Proposed (dataless),3.06025,0.503537,-1,3.56379,16,10,10,10,231,3025
4,Proposed (dataless),3.06681,0.47326,-1,3.54007,16,10,10,10,231,3025
6,Proposed (dataless),6.78983,0.543546,-1,7.33338,16,10,10,10,248,3136
6,Proposed (dataless),6.44727,0.549365,-1,6.99663,16,10,10,10,248,3136
6,Proposed (dataless),6.72752,0.57765,-1,7.30517,16,10,10,10,248,3136
6,Proposed (dataless),6.64808,0.556038,-1,7.20412,16,10,10,10,248,3136
6,Proposed (dataless),6.7758,0.550158,-1,7.32596,16,10,10,10,248,3136
8,Proposed (dataless),16.3626,0.984099,-1,17.3467,16,10,10,10,822,9790
8,Proposed (dataless),16.46,1.02535,-1,17.4853,16,10,10,10,822,9790
8,Proposed (dataless),16.6719,0.961995,-1,17.6339,16,10,10,10,822,9790
8,Proposed (dataless),16.4844,0.980431,-1,17.4648,16,10,10,10,822,9790
8,Proposed (dataless),16.7214,1.02621,-1,17.7476,16,10,10,10,822,9790
10,Proposed (dataless),44.0686,1.28406,-1,45.3527,16,10,10,10,1668,18950
10,Proposed (dataless),44.1604,1.2829,-1,45.4433,16,10,10,10,1668,18950
10,Proposed (dataless),43.749,1.32571,-1,45.0747,16,10,10,10,1668,18950
10,Proposed (dataless),46.4953,1.37779,-1,47.873,16,10,10,10,1668,18950
10,Proposed (dataless),43.2128,1.41177,-1,44.6245,16,10,10,10,1668,18950
2,Proposed (dataless),0.480204,0.317503,-1,0.797707,16,100,100,10,34,485
2,Proposed (dataless),0.530845,0.320418,-1,0.851263,16,100,100,10,34,485
2,Proposed (dataless),0.485599,0.325015,-1,0.810614,16,100,100,10,34,485
2,Proposed (dataless),0.483298,0.316264,-1,0.799562,16,100,100,10,34,485
2,Proposed (dataless),0.565976,0.323684,-1,0.88966,16,100,100,10,34,485
4,Proposed (dataless),2.87512,0.694002,-1,3.56912,16,100,100,10,231,3025
4,Proposed (dataless),3.02114,0.550058,-1,3.57119,16,100,100,10,231,3025
4,Proposed (dataless),2.87704,0.567197,-1,3.44423,16,100,100,10,231,3025
4,Proposed (dataless),2.98812,0.54917,-1,3.53729,16,100,100,10,231,3025
4,Proposed (dataless),3.07758,0.54797,-1,3.62555,16,100,100,10,231,3025
6,Proposed (dataless),6.39995,0.637175,-1,7.03713,16,100,100,10,248,3136
6,Proposed (dataless),6.47347,0.700373,-1,7.17384,16,100,100,10,248,3136
6,Proposed (dataless),6.88798,0.684185,-1,7.57217,16,100,100,10,248,3136
6,Proposed (dataless),6.35896,0.631636,-1,6.99059,16,100,100,10,248,3136
6,Proposed (dataless),6.55204,0.64786,-1,7.1999,16,100,100,10,248,3136
8,Proposed (dataless),16.6413,1.07679,-1,17.7181,16,100,100,10,822,9790
8,Proposed (dataless),16.2503,1.06355,-1,17.3138,16,100,100,10,822,9790
8,Proposed (dataless),16.968,1.14935,-1,18.1173,16,100,100,10,822,9790
8,Proposed (dataless),16.2201,1.05497,-1,17.2751,16,100,100,10,822,9790
8,Proposed (dataless),16.089,1.05703,-1,17.146,16,100,100,10,822,9790
10,Proposed (dataless),45.6361,1.38478,-1,47.0208,16,100,100,10,1668,18950
10,Proposed (dataless),43.4631,1.33915,-1,44.8022,16,100,100,10,1668,18950
10,Proposed (dataless),44.5605,1.36595,-1,45.9264,16,100,100,10,1668,18950
10,Proposed (dataless),45.5548,1.40981,-1,46.9646,16,100,100,10,1668,18950
10,Proposed (dataless),47.1159,1.41138,-1,48.5272,16,100,100,10,1668,18950
2,Proposed (dataless),0.539698,1.24584,-1,1.78554,16,1000,1000,10,34,485
2,Proposed (dataless),0.475376,1.16042,-1,1.6358,16,1000,1000,10,34,485
2,Proposed (dataless),0.595171,1.23555,-1,1.83072,16,1000,1000,10,34,485
2,Proposed (dataless),0.483227,1.19644,-1,1.67967,16,1000,1000,10,34,485
2,Proposed (dataless),0.523532,1.19731,-1,1.72084,16,1000,1000,10,34,485
4,Proposed (dataless),2.95404,1.26577,-1,4.21981,16,1000,1000,10,231,3025
4,Proposed (dataless),2.93659,1.28629,-1,4.22288,16,1000,1000,10,231,3025
4,Proposed (dataless),3.07504,1.22826,-1,4.30329,16,1000,1000,10,231,3025
4,Proposed (dataless),2.94256,1.37201,-1,4.31457,16,1000,1000,10,231,3025
4,Proposed (dataless),3.02771,1.24879,-1,4.27649,16,1000,1000,10,231,3025
6,Proposed (dataless),6.66501,1.73416,-1,8.39917,16,1000,1000,10,248,3136
6,Proposed (dataless),6.71187,1.26688,-1,7.97874,16,1000,1000,10,248,3136
6,Proposed (dataless),6.38712,1.36528,-1,7.7524,16,1000,1000,10,248,3136
6,Proposed (dataless),6.5483,1.31106,-1,7.85936,16,1000,1000,10,248,3136
6,Proposed (dataless),6.48549,1.29725,-1,7.78274,16,1000,1000,10,248,3136
8,Proposed (dataless),17.5185,1.68556,-1,19.2041,16,1000,1000,10,822,9790
8,Proposed (dataless),18.0389,1.80777,-1,19.8466,16,1000,1000,10,822,9790
8,Proposed (dataless),17.829,1.74898,-1,19.578,16,1000,1000,10,822,9790
8,Proposed (dataless),17.4075,1.77329,-1,19.1808,16,1000,1000,10,822,9790
8,Proposed (dataless),18.1542,1.86765,-1,20.0218,16,1000,1000,10,822,9790
10,Proposed (dataless),47.5018,2.19959,-1,49.7013,16,1000,1000,10,1668,18950
10,Proposed (dataless),47.8601,2.11906,-1,49.9792,16,1000,1000,10,1668,18950
10,Proposed (dataless),50.6929,2.17997,-1,52.8729,16,1000,1000,10,1668,18950
10,Proposed (dataless),48.8505,2.17055,-1,51.021,16,1000,1000,10,1668,18950
10,Proposed (dataless),43.9323,1.94957,-1,45.8818,16,1000,1000,10,1668,18950
2,Proposed (dataless),0.476688,13.6333,-1,14.11,16,10000,10000,10,34,485
2,Proposed (dataless),0.481964,13.927,-1,14.4089,16,10000,10000,10,34,485
2,Proposed (dataless),0.485447,13.6956,-1,14.181,16,10000,10000,10,34,485
2,Proposed (dataless),0.608506,13.5841,-1,14.1926,16,10000,10000,10,34,485
2,Proposed (dataless),0.594539,14.1253,-1,14.7198,16,10000,10000,10,34,485
4,Proposed (dataless),3.10933,9.06926,-1,12.1786,16,10000,10000,10,231,3025
4,Proposed (dataless),3.02511,8.96694,-1,11.9921,16,10000,10000,10,231,3025
4,Proposed (dataless),3.03826,8.86043,-1,11.8987,16,10000,10000,10,231,3025
4,Proposed (dataless),3.01197,9.17923,-1,12.1912,16,10000,10000,10,231,3025
4,Proposed (dataless),3.12371,8.90566,-1,12.0294,16,10000,10000,10,231,3025
6,Proposed (dataless),6.56821,8.28139,-1,14.8496,16,10000,10000,10,248,3136
6,Proposed (dataless),6.49484,8.03103,-1,14.5259,16,10000,10000,10,248,3136
6,Proposed (dataless),6.41262,7.98819,-1,14.4008,16,10000,10000,10,248,3136
6,Proposed (dataless),6.3289,7.95658,-1,14.2855,16,10000,10000,10,248,3136
6,Proposed (dataless),6.42704,7.93212,-1,14.3592,16,10000,10000,10,248,3136
8,Proposed (dataless),17.0127,7.3891,-1,24.4018,16,10000,10000,10,822,9790
8,Proposed (dataless),17.4428,7.59024,-1,25.0331,16,10000,10000,10,822,9790
8,Proposed (dataless),16.5212,7.82555,-1,24.3468,16,10000,10000,10,822,9790
8,Proposed (dataless),17.8072,7.90913,-1,25.7163,16,10000,10000,10,822,9790
8,Proposed (dataless),17.0783,7.18114,-1,24.2594,16,10000,10000,10,822,9790
10,Proposed (dataless),43.4709,9.38045,-1,52.8514,16,10000,10000,10,1668,18950
10,Proposed (dataless),48.2271,9.33256,-1,57.5597,16,10000,10000,10,1668,18950
10,Proposed (dataless),47.6771,9.64996,-1,57.3271,16,10000,10000,10,1668,18950
10,Proposed (dataless),47.7523,9.55437,-1,57.3067,16,10000,10000,10,1668,18950
10,Proposed (dataless),47.6355,9.42751,-1,57.063,16,10000,10000,10,1668,18950
2,Proposed (dataless),0.48481,0.585905,-1,1.07072,16,10,10,100,34,485
2,Proposed (dataless),0.481395,0.570832,-1,1.05223,16,10,10,100,34,485
2,Proposed (dataless),0.473722,0.566185,-1,1.03991,16,10,10,100,34,485
2,Proposed (dataless),0.474746,0.603761,-1,1.07851,16,10,10,100,34,485
2,Proposed (dataless),0.471511,0.569547,-1,1.04106,16,10,10,100,34,485
4,Proposed (dataless),3.08456,0.759696,-1,3.84425,16,10,10,100,231,3025
4,Proposed (dataless),3.12423,0.765884,-1,3.89012,16,10,10,100,231,3025
4,Proposed (dataless),3.11588,0.720873,-1,3.83676,16,10,10,100,231,3025
4,Proposed (dataless),3.10025,0.760189,-1,3.86044,16,10,10,100,231,3025
4,Proposed (dataless),2.97923,0.780267,-1,3.7595,16,10,10,100,231,3025
6,Proposed (dataless),6.60238,0.950055,-1,7.55244,16,10,10,100,248,3136
6,Proposed (dataless),6.67813,0.99751,-1,7.67564,16,10,10,100,248,3136
6,Proposed (dataless),6.60002,1.02879,-1,7.62881,16,10,10,100,248,3136
6,Proposed (dataless),6.72274,1.03122,-1,7.75396,16,10,10,100,248,3136
6,Proposed (dataless),6.68194,0.958762,-1,7.6407,16,10,10,100,248,3136
8,Proposed (dataless),17.1481,1.41708,-1,18.5652,16,10,10,100,822,9790
8,Proposed (dataless),16.36,1.38849,-1,17.7485,16,10,10,100,822,9790
8,Proposed (dataless),16.6633,1.45152,-1,18.1148,16,10,10,100,822,9790
8,Proposed (dataless),16.665,1.31829,-1,17.9833,16,10,10,100,822,9790
8,Proposed (dataless),16.491,1.30777,-1,17.7988,16,10,10,100,822,9790
10,Proposed (dataless),44.0228,8.24146,-1,52.2642,16,10,10,100,1668,18950
10,Proposed (dataless),45.3172,8.59261,-1,53.9098,16,10,10,100,1668,18950
10,Proposed (dataless),46.0572,8.84865,-1,54.9059,16,10,10,100,1668,18950
10,Proposed (dataless),42.9923,8.5571,-1,51.5494,16,10,10,100,1668,18950
10,Proposed (dataless),44.3194,8.68747,-1,53.0069,16,10,10,100,1668,18950
2,Proposed (dataless),0.475306,0.906877,-1,1.38218,16,100,100,100,34,485
2,Proposed (dataless),0.472192,0.903258,-1,1.37545,16,100,100,100,34,485
2,Proposed (dataless),0.47785,0.909244,-1,1.38709,16,100,100,100,34,485
2,Proposed (dataless),0.480323,0.931285,-1,1.41161,16,100,100,100,34,485
2,Proposed (dataless),0.476354,0.90286,-1,1.37921,16,100,100,100,34,485
4,Proposed (dataless),3.19248,0.935757,-1,4.12824,16,100,100,100,231,3025
4,Proposed (dataless),3.0078,0.907231,-1,3.91503,16,100,100,100,231,3025
4,Proposed (dataless),3.01139,0.924228,-1,3.93562,16,100,100,100,231,3025
4,Proposed (dataless),3.06292,0.918496,-1,3.98141,16,100,100,100,231,3025
4,Proposed (dataless),3.08672,0.949274,-1,4.03599,16,100,100,100,231,3025
6,Proposed (dataless),6.49492,1.5187,-1,8.01361,16,100,100,100,248,3136
6,Proposed (dataless),6.62466,1.45951,-1,8.08417,16,100,100,100,248,3136
6,Proposed (dataless),6.37626,1.55061,-1,7.92687,16,100,100,100,248,3136
6,Proposed (dataless),6.49179,1.41332,-1,7.90512,16,100,100,100,248,3136
6,Proposed (dataless),6.79464,1.53571,-1,8.33035,16,100,100,100,248,3136
8,Proposed (dataless),16.2701,1.55029,-1,17.8204,16,100,100,100,822,9790
8,Proposed (dataless),16.2714,1.62612,-1,17.8975,16,100,100,100,822,9790
8,Proposed (dataless),16.6505,1.68632,-1,18.3369,16,100,100,100,822,9790
8,Proposed (dataless),17.4013,1.80616,-1,19.2074,16,100,100,100,822,9790
8,Proposed (dataless),16.4859,1.5575,-1,18.0434,16,100,100,100,822,9790
10,Proposed (dataless),43.7245,2.03537,-1,45.7598,16,100,100,100,1668,18950
10,Proposed (dataless),46.8924,2.1208,-1,49.0132,16,100,100,100,1668,18950
10,Proposed (dataless),47.5793,2.04657,-1,49.6259,16,100,100,100,1668,18950
10,Proposed (dataless),44.9816,1.92159,-1,46.9032,16,100,100,100,1668,18950
10,Proposed (dataless),48.6364,2.03624,-1,50.6726,16,100,100,100,1668,18950
2,Proposed (dataless),0.477803,3.50024,-1,3.97804,16,1000,1000,100,34,485
2,Proposed (dataless),0.474849,3.60669,-1,4.08154,16,1000,1000,100,34,485
2,Proposed (dataless),0.57737,3.35384,-1,3.93121,16,1000,1000,100,34,485
2,Proposed (dataless),0.481623,3.40866,-1,3.89028,16,1000,1000,100,34,485
2,Proposed (dataless),0.53033,3.55649,-1,4.08682,16,1000,1000,100,34,485
4,Proposed (dataless),2.91576,2.4455,-1,5.36126,16,1000,1000,100,231,3025
4,Proposed (dataless),2.92304,2.42091,-1,5.34395,16,1000,1000,100,231,3025
4,Proposed (dataless),2.9412,2.39914,-1,5.34034,16,1000,1000,100,231,3025
4,Proposed (dataless),2.98725,2.34006,-1,5.32732,16,1000,1000,100,231,3025
4,Proposed (dataless),3.13445,2.36487,-1,5.49932,16,1000,1000,100,231,3025
6,Proposed (dataless),6.46668,5.07025,-1,11.5369,16,1000,1000,100,248,3136
6,Proposed (dataless),6.39857,5.38145,-1,11.78,16,1000,1000,100,248,3136
6,Proposed (dataless),6.48705,5.52378,-1,12.0108,16,1000,1000,100,248,3136
6,Proposed (dataless),6.47302,4.81084,-1,11.2839,16,1000,1000,100,248,3136
6,Proposed (dataless),6.57722,4.77342,-1,11.3506,16,1000,1000,100,248,3136
8,Proposed (dataless),16.3386,3.71086,-1,20.0494,16,1000,1000,100,822,9790
8,Proposed (dataless),16.901,3.8125,-1,20.7135,16,1000,1000,100,822,9790
8,Proposed (dataless),17.1569,3.98422,-1,21.1411,16,1000,1000,100,822,9790
8,Proposed (dataless),16.5389,3.59928,-1,20.1382,16,1000,1000,100,822,9790
8,Proposed (dataless),16.1288,3.56075,-1,19.6895,16,1000,1000,100,822,9790
10,Proposed (dataless),44.2712,5.06696,-1,49.3382,16,1000,1000,100,1668,18950
10,Proposed (dataless),46.1816,5.41664,-1,51.5982,16,1000,1000,100,1668,18950
10,Proposed (dataless),43.8294,4.69788,-1,48.5273,16,1000,1000,100,1668,18950
10,Proposed (dataless),44.8787,4.71366,-1,49.5924,16,1000,1000,100,1668,18950
10,Proposed (dataless),44.7602,4.7635,-1,49.5237,16,1000,1000,100,1668,18950
2,Proposed (dataless),0.480944,41.6376,-1,42.1186,16,10000,10000,100,34,485
2,Proposed (dataless),0.469644,41.4894,-1,41.959,16,10000,10000,100,34,485
2,Proposed (dataless),0.515587,41.4272,-1,41.9428,16,10000,10000,100,34,485
2,Proposed (dataless),0.48353,41.3297,-1,41.8133,16,10000,10000,100,34,485
2,Proposed (dataless),0.48465,41.4154,-1,41.9,16,10000,10000,100,34,485
4,Proposed (dataless),3.13048,19.9766,-1,23.1071,16,10000,10000,100,231,3025
4,Proposed (dataless),3.00681,20.1521,-1,23.1589,16,10000,10000,100,231,3025
4,Proposed (dataless),2.96639,20.3954,-1,23.3618,16,10000,10000,100,231,3025
4,Proposed (dataless),2.89599,19.5859,-1,22.4819,16,10000,10000,100,231,3025
4,Proposed (dataless),2.95598,20.6395,-1,23.5955,16,10000,10000,100,231,3025
6,Proposed (dataless),6.64827,50.5021,-1,57.1504,16,10000,10000,100,248,3136
6,Proposed (dataless),6.4793,50.553,-1,57.0323,16,10000,10000,100,248,3136
6,Proposed (dataless),6.38304,50.1811,-1,56.5641,16,10000,10000,100,248,3136
6,Proposed (dataless),6.41072,50.1662,-1,56.5769,16,10000,10000,100,248,3136
6,Proposed (dataless),6.72399,52.6187,-1,59.3427,16,10000,10000,100,248,3136
8,Proposed (dataless),16.385,24.2328,-1,40.6178,16,10000,10000,100,822,9790
8,Proposed (dataless),16.554,24.8168,-1,41.3708,16,10000,10000,100,822,9790
8,Proposed (dataless),16.6396,24.9798,-1,41.6194,16,10000,10000,100,822,9790
8,Proposed (dataless),17.5643,24.9734,-1,42.5377,16,10000,10000,100,822,9790
8,Proposed (dataless),16.4035,24.931,-1,41.3345,16,10000,10000,100,822,9790
10,Proposed (dataless),44.9981,31.772,-1,76.7701,16,10000,10000,100,1668,18950
10,Proposed (dataless),45.0486,31.5871,-1,76.6357,16,10000,10000,100,1668,18950
10,Proposed (dataless),45.1574,31.6108,-1,76.7682,16,10000,10000,100,1668,18950
10,Proposed (dataless),44.6445,31.4341,-1,76.0786,16,10000,10000,100,1668,18950
10,Proposed (dataless),45.1675,31.4709,-1,76.6384,16,10000,10000,100,1668,18950
2,Proposed (dataless),0.484016,1.94549,-1,2.42951,16,10,10,1000,34,485
2,Proposed (dataless),0.479039,2.1334,-1,2.61244,16,10,10,1000,34,485
2,Proposed (dataless),0.477643,1.99376,-1,2.4714,16,10,10,1000,34,485
2,Proposed (dataless),0.480352,1.98952,-1,2.46987,16,10,10,1000,34,485
2,Proposed (dataless),0.472919,1.90107,-1,2.37399,16,10,10,1000,34,485
4,Proposed (dataless),2.94985,1.99889,-1,4.94875,16,10,10,1000,231,3025
4,Proposed (dataless),2.94727,1.95427,-1,4.90154,16,10,10,1000,231,3025
4,Proposed (dataless),3.28437,2.04902,-1,5.33339,16,10,10,1000,231,3025
4,Proposed (dataless),2.9394,1.99181,-1,4.93121,16,10,10,1000,231,3025
4,Proposed (dataless),2.9246,1.94151,-1,4.86612,16,10,10,1000,231,3025
6,Proposed (dataless),6.77626,2.28179,-1,9.05805,16,10,10,1000,248,3136
6,Proposed (dataless),6.34809,2.34922,-1,8.69731,16,10,10,1000,248,3136
6,Proposed (dataless),6.5287,2.45649,-1,8.98519,16,10,10,1000,248,3136
6,Proposed (dataless),6.69814,2.23529,-1,8.93342,16,10,10,1000,248,3136
6,Proposed (dataless),6.4327,2.22211,-1,8.65482,16,10,10,1000,248,3136
8,Proposed (dataless),16.452,3.36314,-1,19.8151,16,10,10,1000,822,9790
8,Proposed (dataless),16.8736,3.47572,-1,20.3493,16,10,10,1000,822,9790
8,Proposed (dataless),16.3023,3.39688,-1,19.6991,16,10,10,1000,822,9790
8,Proposed (dataless),16.5736,3.44709,-1,20.0206,16,10,10,1000,822,9790
8,Proposed (dataless),16.5131,3.49984,-1,20.0129,16,10,10,1000,822,9790
10,Proposed (dataless),44.8796,29.3859,-1,74.2655,16,10,10,1000,1668,18950
10,Proposed (dataless),45.59,29.7179,-1,75.3078,16,10,10,1000,1668,18950
10,Proposed (dataless),44.3828,28.9912,-1,73.374,16,10,10,1000,1668,18950
10,Proposed (dataless),45.5916,29.3125,-1,74.9041,16,10,10,1000,1668,18950
10,Proposed (dataless),45.7522,28.5568,-1,74.309,16,10,10,1000,1668,18950
2,Proposed (dataless),0.489757,2.24826,-1,2.73802,16,100,100,1000,34,485
2,Proposed (dataless),0.483322,2.25967,-1,2.74299,16,100,100,1000,34,485
2,Proposed (dataless),0.476832,2.22286,-1,2.69969,16,100,100,1000,34,485
2,Proposed (dataless),0.477158,2.21304,-1,2.69019,16,100,100,1000,34,485
2,Proposed (dataless),0.478118,2.25742,-1,2.73554,16,100,100,1000,34,485
4,Proposed (dataless),3.10328,2.45577,-1,5.55905,16,100,100,1000,231,3025
4,Proposed (dataless),2.84313,2.41097,-1,5.2541,16,100,100,1000,231,3025
4,Proposed (dataless),2.94632,2.52638,-1,5.4727,16,100,100,1000,231,3025
4,Proposed (dataless),2.88998,2.45632,-1,5.3463,16,100,100,1000,231,3025
4,Proposed (dataless),2.94503,2.51949,-1,5.46452,16,100,100,1000,231,3025
6,Proposed (dataless),6.70751,3.06453,-1,9.77204,16,100,100,1000,248,3136
6,Proposed (dataless),6.43081,3.0911,-1,9.52191,16,100,100,1000,248,3136
6,Proposed (dataless),6.70711,3.01599,-1,9.7231,16,100,100,1000,248,3136
6,Proposed (dataless),6.69852,3.03063,-1,9.72915,16,100,100,1000,248,3136
6,Proposed (dataless),6.74937,3.05699,-1,9.80636,16,100,100,1000,248,3136
8,Proposed (dataless),16.5621,4.09157,-1,20.6537,16,100,100,1000,822,9790
8,Proposed (dataless),16.607,4.05922,-1,20.6662,16,100,100,1000,822,9790
8,Proposed (dataless),16.7056,4.13958,-1,20.8451,16,100,100,1000,822,9790
8,Proposed (dataless),16.8652,4.1518,-1,21.017,16,100,100,1000,822,9790
8,Proposed (dataless),17.4072,4.23645,-1,21.6436,16,100,100,1000,822,9790
10,Proposed (dataless),45.3223,5.08048,-1,50.4028,16,100,100,1000,1668,18950
10,Proposed (dataless),44.5188,5.03175,-1,49.5506,16,100,100,1000,1668,18950
10,Proposed (dataless),45.0818,4.97691,-1,50.0587,16,100,100,1000,1668,18950
10,Proposed (dataless),46.2146,5.05178,-1,51.2664,16,100,100,1000,1668,18950
10,Proposed (dataless),45.1172,5.07434,-1,50.1915,16,100,100,1000,1668,18950
2,Proposed (dataless),0.554041,4.72593,-1,5.27997,16,1000,1000,1000,34,485
2,Proposed (dataless),0.483575,4.78978,-1,5.27335,16,1000,1000,1000,34,485
2,Proposed (dataless),0.479759,4.69522,-1,5.17498,16,1000,1000,1000,34,485
2,Proposed (dataless),0.48603,5.08366,-1,5.56969,16,1000,1000,1000,34,485
2,Proposed (dataless),0.485502,4.95335,-1,5.43885,16,1000,1000,1000,34,485
4,Proposed (dataless),2.97972,5.88469,-1,8.8644,16,1000,1000,1000,231,3025
4,Proposed (dataless),2.94142,6.07055,-1,9.01196,16,1000,1000,1000,231,3025
4,Proposed (dataless),2.90221,6.02027,-1,8.92249,16,1000,1000,1000,231,3025
4,Proposed (dataless),2.90292,6.11571,-1,9.01863,16,1000,1000,1000,231,3025
4,Proposed (dataless),2.86836,6.01928,-1,8.88764,16,1000,1000,1000,231,3025
6,Proposed (dataless),6.50601,10.3885,-1,16.8945,16,1000,1000,1000,248,3136
6,Proposed (dataless),6.69682,10.4425,-1,17.1393,16,1000,1000,1000,248,3136
6,Proposed (dataless),6.47689,9.73487,-1,16.2118,16,1000,1000,1000,248,3136
6,Proposed (dataless),6.74573,10.2697,-1,17.0155,16,1000,1000,1000,248,3136
6,Proposed (dataless),6.58104,10.6814,-1,17.2624,16,1000,1000,1000,248,3136
8,Proposed (dataless),18.4324,10.0755,-1,28.5078,16,1000,1000,1000,822,9790
8,Proposed (dataless),16.1932,9.48255,-1,25.6758,16,1000,1000,1000,822,9790
